Run,Assay Type,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Platform,ReleaseDate,SRA Study,BioSample,Organism,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioProject,Bytes,create_date,version,AvgSpotLen,Bases,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Strain,BioSampleModel,geo_loc_name,Host,Isolation_Source,Lat_Lon,collected_by,Host_disease,Isolate,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Type,ArrayExpress-SPECIES,MLST,common_name,AssemblyName,Subject_ID,COUNTRY,geographic_location_(country_and/or_sea),Genotype,TREATMENT,isolate_name_alias,sra_title (run),host_scientific_name,host_health_state,Time,specific_host,source_name,Drug_concentration_ug/ml,Bank,Generations,GEO_Accession (exp),TEST,REPLICATE,MLST#,supplier_name,host_status,Sample_Description,ref_biomaterial,isol_growth_condt,num_replicons,project_name,env_broad_scale,env_local_scale,env_medium,anonymized_name,host_sex,ArrayExpress-STRAIN_OR_LINE,Serovar,BIOMATERIAL_PROVIDER,geographic_location_(region_and_locality),MLST#_Scheme,isolation-source,Host_age,gssr_id (exp),gssr_id (run),instrument_name (run),lsid (exp),lsid (run),material_type (exp),molecular_indexing_scheme (run),project (exp),project (run),run_barcode (run),run_name (run),work_request (exp),work_request (run),flowcell_barcode (run),lane (run),read_group_id (run),read_group_platform_unit (run),media,analysis_type (exp),analysis_type (run),library_type (exp),library_type (run),bio_material,host_associated,Broker_name,CULTURE_COLLECTION,host_description,antibiotic,TimePoint,platform_model,nat-host,host_tissue_sampled,Concentration,geographic_location_(country_and/or_sea,_region),isolation_type,passage_history,product_order (exp),product_order (run),product_part_number (exp),product_part_number (run),research_project (exp),research_project (run),ArrayExpress-Sex,gender,type-material,Temp,alternate_id,Sample_id,root_sample_id (exp),root_sample_id (run),sample_id (exp),sample_id (run),exposure,Library,Specimen_voucher
ERR8007752,WGS,CARDIFF UNIVERSITY,public,ERX7573421,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292514,Acinetobacter baumannii,SAMEA12292514,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJEB47698,223072515,2022-05-24T01:39:00Z,1,5183,256414957,rapid kit,2016,Nigeria,Africa,,,,,Homo sapien,,,,MIN-013,MIN-013,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-013,2022-01-14,2022-01-14,SAMEA12292514,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Nigeria,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007753,WGS,CARDIFF UNIVERSITY,public,ERX7573422,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292515,Acinetobacter baumannii,SAMEA12292515,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB47698,535255199,2022-05-24T01:40:00Z,1,6402,617727829,rapid kit,2016,Nigeria,Africa,,,,,Homo sapien,,,,MIN-014,MIN-014,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-014,2022-01-14,2022-01-14,SAMEA12292515,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Nigeria,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007755,WGS,CARDIFF UNIVERSITY,public,ERX7573424,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292574,Acinetobacter baumannii,SAMEA12292574,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",PRJEB47698,177852459,2022-05-24T01:40:00Z,1,5943,205171703,rapid kit,2016,Rwanda,Africa,,,,,Homo sapien,,,,MIN-016,MIN-016,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-016,2022-01-14,2022-01-14,SAMEA12292574,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Rwanda,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007756,WGS,CARDIFF UNIVERSITY,public,ERX7573425,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292575,Acinetobacter baumannii,SAMEA12292575,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJEB47698,174191062,2022-05-24T01:39:00Z,1,5667,200724545,rapid kit,2016,Rwanda,Africa,,,,,Homo sapien,,,,MIN-017,MIN-017,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-017,2022-01-14,2022-01-14,SAMEA12292575,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Rwanda,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024943,WGS,CARDIFF UNIVERSITY,public,ERX7590537,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311698,Acinetobacter baumannii,SAMEA12311698,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJEB46496,175738065,2022-07-21T16:12:00Z,1,360,286397072,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0001,OG0001,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0001,2022-01-15,2022-01-15,SAMEA12311698,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024944,WGS,CARDIFF UNIVERSITY,public,ERX7590538,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311699,Acinetobacter baumannii,SAMEA12311699,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJEB46496,86859495,2022-07-28T01:31:00Z,1,517,132379809,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0003,OG0003,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0003,2022-01-15,2022-01-15,SAMEA12311699,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024945,WGS,CARDIFF UNIVERSITY,public,ERX7590539,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311700,Acinetobacter baumannii,SAMEA12311700,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJEB46496,79751226,2022-07-13T23:38:00Z,1,496,123425820,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0004,OG0004,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0004,2022-01-15,2022-01-15,SAMEA12311700,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024946,WGS,CARDIFF UNIVERSITY,public,ERX7590540,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311701,Acinetobacter baumannii,SAMEA12311701,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB46496,207458228,2022-07-22T01:06:00Z,1,407,336564499,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0008,OG0008,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0008,2022-01-15,2022-01-15,SAMEA12311701,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024947,WGS,CARDIFF UNIVERSITY,public,ERX7590541,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311702,Acinetobacter baumannii,SAMEA12311702,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJEB46496,148234758,2022-07-21T23:20:00Z,1,368,280532795,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0018,OG0018,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0018,2022-01-15,2022-01-15,SAMEA12311702,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024948,WGS,CARDIFF UNIVERSITY,public,ERX7590542,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311703,Acinetobacter baumannii,SAMEA12311703,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJEB46496,57398440,2022-07-28T01:31:00Z,1,353,108245484,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0020,OG0020,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0020,2022-01-15,2022-01-15,SAMEA12311703,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024949,WGS,CARDIFF UNIVERSITY,public,ERX7590543,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311704,Acinetobacter baumannii,SAMEA12311704,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",PRJEB46496,72796685,2022-07-21T20:05:00Z,1,273,138881714,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0025,OG0025,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0025,2022-01-15,2022-01-15,SAMEA12311704,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024950,WGS,CARDIFF UNIVERSITY,public,ERX7590544,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311705,Acinetobacter baumannii,SAMEA12311705,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJEB46496,135574434,2022-07-19T16:34:00Z,1,533,281089966,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0026,OG0026,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0026,2022-01-15,2022-01-15,SAMEA12311705,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024951,WGS,CARDIFF UNIVERSITY,public,ERX7590545,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311706,Acinetobacter baumannii,SAMEA12311706,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",PRJEB46496,210940935,2022-07-19T16:34:00Z,1,468,329772836,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0027,OG0027,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0027,2022-01-15,2022-01-15,SAMEA12311706,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024952,WGS,CARDIFF UNIVERSITY,public,ERX7590546,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311707,Acinetobacter baumannii,SAMEA12311707,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB46496,79345604,2022-07-28T01:31:00Z,1,490,121995874,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0030,OG0030,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0030,2022-01-15,2022-01-15,SAMEA12311707,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024953,WGS,CARDIFF UNIVERSITY,public,ERX7590547,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311708,Acinetobacter baumannii,SAMEA12311708,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJEB46496,77025151,2022-07-28T01:32:00Z,1,512,127866298,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0030.2,OG0030.2,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0030.2,2022-01-15,2022-01-15,SAMEA12311708,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024954,WGS,CARDIFF UNIVERSITY,public,ERX7590548,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311709,Acinetobacter baumannii,SAMEA12311709,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJEB46496,55459677,2022-07-16T10:13:00Z,1,465,84141664,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,OG0032,OG0032,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,OG0032,2022-01-15,2022-01-15,SAMEA12311709,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024955,WGS,CARDIFF UNIVERSITY,public,ERX7590549,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311710,Acinetobacter baumannii,SAMEA12311710,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJEB46496,63401381,2022-07-19T20:41:00Z,1,298,119349654,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,PW0001,PW0001,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,PW0001,2022-01-15,2022-01-15,SAMEA12311710,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024959,WGS,CARDIFF UNIVERSITY,public,ERX7590553,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311711,Acinetobacter baumannii,SAMEA12311711,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJEB46496,189758237,2022-07-28T01:32:00Z,1,432,298405308,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,PW0012.1,PW0012.1,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,PW0012.1,2022-01-15,2022-01-15,SAMEA12311711,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8024967,WGS,CARDIFF UNIVERSITY,public,ERX7590561,Illumina MiSeq,PAIRED,PCR,GENOMIC,ILLUMINA,2022-01-16T00:00:00Z,ERP130683,SAMEA12311721,Acinetobacter baumannii,SAMEA12311721,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",PRJEB46496,118379290,2022-07-19T21:43:00Z,1,286,224568438,Nextera XT,2021,Ghana,Africa,,,,,hospital surface,,,,PW0068,PW0068,2022-01-15,2022-01-15,CARDIFF UNIVERSITY,PW0068,2022-01-15,2022-01-15,SAMEA12311721,CARDIFF UNIVERSITY,2022-01-15T16:27:05Z,2022-01-15T16:27:05Z,public,,,,,,,,Ghana,,,,,hosptial surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13073506,WGS,JCVI,public,SRX9520654,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2020-11-17T00:00:00Z,SRP292906,SAMN16714386,Acinetobacter baumannii,AHK361M1,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA513871,357994479,2020-11-17T11:51:00Z,1,289,932957601,AHK361M1,2018-08-16,Mali,Africa,AHK361M1,Pathogen.cl,Mali,Homo sapiens,,,Peter Crompton and Aissata Ongoiba,,,,,,,,,,,,,,,,,,,,,,,,,,AHK361M1 Illumina Paired End Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13075229,WGS,JCVI,public,SRX9522257,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2020-11-17T00:00:00Z,SRP292906,SAMN16714386,Acinetobacter baumannii,AHK361M1,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA513871,80561425,2020-11-17T15:07:00Z,1,4015,93692628,AHK361M1,2018-08-16,Mali,Africa,AHK361M1,Pathogen.cl,Mali,Homo sapiens,,,Peter Crompton and Aissata Ongoiba,,,,,,,,,,,,,,,,,,,,,,,,,,AHK361M1 Minion Reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919979,WGS,CARDIFF UNIVERSITY,public,ERX4784888,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472255,Acinetobacter baumannii,SAMEA7472255,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJEB33565,155659844,2020-12-22T19:53:00Z,1,526,269823034,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESO-BB1529-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESO-BB1529-I1,2020-12-07,2020-10-21,SAMEA7472255,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:30Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919980,WGS,CARDIFF UNIVERSITY,public,ERX4784889,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472266,Acinetobacter baumannii,SAMEA7472266,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJEB33565,146125207,2020-12-22T19:53:00Z,1,552,251917916,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0043-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0043-I1,2020-12-07,2020-10-21,SAMEA7472266,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:30Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919981,WGS,CARDIFF UNIVERSITY,public,ERX4784890,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472269,Acinetobacter baumannii,SAMEA7472269,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB33565,156578556,2020-12-22T19:53:00Z,1,541,275238012,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0070a-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0070a-I1,2020-12-07,2020-10-21,SAMEA7472269,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:31Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919982,WGS,CARDIFF UNIVERSITY,public,ERX4784891,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472271,Acinetobacter baumannii,SAMEA7472271,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJEB33565,71487033,2020-12-22T19:52:00Z,1,541,119416360,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0076a-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0076a-I1,2020-12-07,2020-10-21,SAMEA7472271,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:31Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919983,WGS,CARDIFF UNIVERSITY,public,ERX4784892,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472272,Acinetobacter baumannii,SAMEA7472272,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",PRJEB33565,159562284,2020-12-22T19:53:00Z,1,536,279677364,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0079-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0079-I1,2020-12-07,2020-10-21,SAMEA7472272,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:31Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919984,WGS,CARDIFF UNIVERSITY,public,ERX4784893,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472275,Acinetobacter baumannii,SAMEA7472275,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJEB33565,198230196,2020-12-22T19:53:00Z,1,542,343886800,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0118-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0118-I1,2020-12-07,2020-10-21,SAMEA7472275,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:31Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4919985,WGS,CARDIFF UNIVERSITY,public,ERX4784894,Illumina MiSeq,PAIRED,size fractionation,GENOMIC,ILLUMINA,2020-12-08T00:00:00Z,ERP116369,SAMEA7472282,Acinetobacter baumannii,SAMEA7472282,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJEB33565,200041507,2020-12-22T19:53:00Z,1,506,345208054,unspecified,2015-17,Ethiopia,Africa,,,,,,,research nurses,,Acinetobacter baumannii,ESS-BB0182-I1,2020-12-07,2020-12-09,CARDIFF UNIVERSITY,ESS-BB0182-I1,2020-12-07,2020-10-21,SAMEA7472282,CARDIFF UNIVERSITY,2020-12-07T04:07:20Z,2020-10-21T19:25:31Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
